physician_id_hash,provider_name_first,provider_name_last,ordering_physician_dea_hash,specialty_code,network_participant
1013074152,Doretha,Mafua,1013074152,N/A,false
1013074426,Jeffry,Secore,1013074426,N/A,false
1013082874,Loree,Mitten,1013082874,50,false
1013083534,Brittani,Wandler,1013083534,N/A,false
1013085299,Sheldon,Atkins,1013085299,11,true
1013089259,Karey,Hardi,1013089259,20,false
1013098599,Sherley,Cali,1013098599,N/A,false
1013112184,Andre,Zakes,1013112184,72,true
1013120971,Suzy,Mosteller,1013120971,62,false
1013123090,Jeannine,Kingwood,1013123090,16,false
1013138619,Derick,Leffew,1013138619,97,false
1013143742,Iraida,Barnacle,1013143742,11,false
1013145150,Maxie,Elis,1013145150,8,true
1013149160,Broderick,Desgroseillie,1013149160,50,false
1013153626,Dollie,Criley,1013153626,50,false
1013173046,Santos,Laycock,1013173046,93,true
1013201409,Mack,Barzey,1013201409,97,false
1013213776,Diedre,Alen,1013213776,N/A,false
1013213859,Mariana,Wooster,1013213859,16,false
1013214253,Liane,Grealish,1013214253,50,false
1013216282,Deana,Rykert,1013216282,N/A,true
1013218098,Brittney,Kroll,1013218098,16,true
1013223262,Ehtel,Cacibauda,1013223262,97,false
1013228592,Theressa,Fogel,1013228592,93,false
1013229418,Korey,Nasr,1013229418,41,false
1013234210,Reginald,Ghent,1013234210,N/A,false
1013234913,Sonya,Azbill,1013234913,7,false
1013236207,Laureen,Spearow,1013236207,8,false
1013253277,Azucena,Tartaglino,1013253277,97,false
1013263409,Lindsay,Holbein,1013263409,50,false
1013265842,Barry,Swezey,1013265842,N/A,false
1013272699,Wilford,Consuelo,1013272699,48,false
1013284835,Shon,Apodaca,1013284835,18,true
1013294917,Mistie,Alderman,1013294917,50,true
1013301928,Avril,Ashbourne,1013301928,N/A,false
1013312768,Bonita,Illovsky,1013312768,50,false
1013322338,Jacqui,Lavalais,1013322338,N/A,false
1013327600,Penelope,Siaperas,1013327600,N/A,false
1013328822,Gabriella,Faivre,1013328822,8,false
1013335751,Song,Battiata,1013335751,N/A,false
1013339100,Malissa,Darmody,1013339100,50,false
1013348465,Shayna,Bakanauskas,1013348465,97,false
1013350057,Margarette,Crocker,1013350057,N/A,false
1013354232,Krystina,Ritenour,1013354232,50,false
1013356120,Denver,Segarra,1013356120,N/A,false
1013365402,Laquanda,Nyhus,1013365402,N/A,false
1013371392,Kareem,Froelich,1013371392,N/A,false
1013371574,Jinny,Bourdage,1013371574,N/A,false
1013380187,Kory,Trapeni,1013380187,50,true
1013384072,Elois,Pribish,1013384072,50,false
1013394808,Brain,Antonio,1013394808,50,false
1013396670,Xavier,Grassmyer,1013396670,8,false
1013463249,Bryce,Stoppkotte,1013463249,50,false
1013903285,Alecia,Elijah,1013903285,2,false
1013904077,Blanche,Raus,1013904077,48,false
1013904507,Lora,Botcher,1013904507,79,false
1013906353,Fransisca,Lafon,1013906353,41,false
1013906643,Rueben,Haller,1013906643,N/A,true
1013907997,Melvina,Nyberg,1013907997,41,false
1013909662,Warren,Eldreth,1013909662,20,false
1013909944,Devin,Bertagnolli,1013909944,41,false
1013910116,Tamica,Crusan,1013910116,11,false
1013911528,Pearly,Diogo,1013911528,7,false
1013914605,Adriana,Thronton,1013914605,11,false
1013914746,Tyson,Jaskiewicz,1013914746,N/A,false
1013917608,Dave,Klecha,1013917608,11,false
1013917814,Celia,Heal,1013917814,39,false
1013918440,Kemberly,Arens,1013918440,8,true
1013930387,Megan,Moldenhauer,1013930387,97,false
1013933837,Andrew,Vyas,1013933837,8,true
1013934058,Obdulia,Goldhorn,1013934058,82,false
1013938877,Sylvie,Malakai,1013938877,11,false
1013940691,Cristi,Tekippe,1013940691,50,false
1013941491,Lashanda,Arnall,1013941491,41,false
1013942309,Annabelle,Smallmon,1013942309,97,false
1013942564,Robbin,Beddo,1013942564,4,true
1013942937,Beaulah,Buck,1013942937,93,true
1013945047,Armanda,Wergin,1013945047,93,true
1013946821,Kris,Misove,1013946821,44,false
1013947563,Merlene,Laughridge,1013947563,11,false
1013948215,Jennine,Baldelli,1013948215,97,false
1013952878,Bell,Rodriuez,1013952878,82,false
1013960061,Lakia,Sinatra,1013960061,11,false
1013960277,Tarah,Drummond,1013960277,9,false
1013964097,Lyda,Roecker,1013964097,16,true
1013966548,Mohammed,Yuscak,1013966548,8,false
1013968577,Celeste,Orsak,1013968577,8,true
1013968734,Raul,Fitzgibbons,1013968734,8,false
1013969757,Lolita,Clymore,1013969757,8,false
1013969997,Genie,Teed,1013969997,N/A,true
1013970185,Hilary,Weidman,1013970185,11,false
1013973569,Dean,Perelman,1013973569,N/A,false
1013974039,Virgina,Puddephatt,1013974039,8,true
1013974633,Lupita,Byland,1013974633,8,false
1013976398,Lucilla,Prive,1013976398,18,true
1013976489,Nancy,Leerar,1013976489,11,false
1013980192,Lessie,Pricer,1013980192,N/A,true
1013981588,Corina,Wert,1013981588,N/A,true
1013984293,Ebony,Dallison,1013984293,93,true
1013988021,Ouida,Huffstutter,1013988021,82,true
1013989581,Rosalina,Wahlers,1013989581,99,false
1013989730,Daine,Ritchey,1013989730,4,true
1013990571,Micheline,Wipperfurth,1013990571,16,true
1013990845,Elfrieda,Shauf,1013990845,50,false
1013993070,Shelli,Koppa,1013993070,11,true
1013993161,Mellisa,Kuliga,1013993161,8,false
1013993179,Lasonya,Woodand,1013993179,34,false
1013994045,Dale,Keliihoomalu,1013994045,8,true
1023000585,Tameika,Padilla,1023000585,8,true
1023002037,Miguel,Kalmus,1023002037,11,false
1023004306,Joelle,Kamel,1023004306,41,false
1023005618,Casey,Maroun,1023005618,37,false
1023007978,Tamra,Teach,1023007978,8,false
1023009198,Evelyne,Stiman,1023009198,8,false
1023012457,Shanti,Balcom,1023012457,11,false
1023014032,Shenita,Dall,1023014032,11,true
1023017894,Fidel,Hougen,1023017894,8,true
1023019239,Cheryll,Houge,1023019239,3,false
1023026770,Eden,Skeels,1023026770,97,false
1023026978,Rita,Nones,1023026978,N/A,false
1023028008,Bertie,Kobbe,1023028008,16,false
1023030855,Suanne,Pascucci,1023030855,50,false
1023032695,Thi,Prudente,1023032695,16,true
1023036449,Sirena,Vaz,1023036449,8,false
1023037413,Hye,Boscarello,1023037413,77,false
1023038627,Shae,Lymaster,1023038627,97,false
1023044906,Olive,Stankus,1023044906,97,false
1023044922,Sanjuana,Langanke,1023044922,85,true
1023045523,Mariella,Volkmer,1023045523,11,true
1023048139,Layla,Laib,1023048139,97,false
1023048162,Altagracia,Haskins,1023048162,86,true
1023053063,Vena,Mericle,1023053063,23,true
1023057858,Damien,Sutter,1023057858,8,false
1023058237,Adelaida,Bowles,1023058237,8,false
1023058567,Celena,Topez,1023058567,7,false
1023062031,Kiera,Masri,1023062031,11,true
1023065968,Debbra,Liskai,1023065968,93,true
1023067121,Tad,Adamczak,1023067121,48,false
1023068582,Vennie,Yeisley,1023068582,N/A,false
1023071990,Elfreda,Janney,1023071990,97,false
1023072329,Karyn,Herner,1023072329,11,false
1023072956,Ali,Stankiewicz,1023072956,93,false
1023075728,Candice,Mcilhinney,1023075728,99,true
1023078292,Carie,Siddens,1023078292,43,false
1023079845,Rolando,Trajillo,1023079845,8,false
1023080868,Aleta,Scinto,1023080868,2,false
1023081445,Theola,Malys,1023081445,N/A,true
1023081973,Mao,Windham,1023081973,N/A,true
1023081981,Darla,Knudtson,1023081981,97,false
1023082310,Lilian,Gershey,1023082310,N/A,true
1023082633,Christin,Bachan,1023082633,N/A,true
1023083144,Hayden,Inabnit,1023083144,97,false
1023083284,Pamila,Kerwood,1023083284,11,true
1023083524,Darlena,Kowing,1023083524,N/A,true
1023083755,Kit,Slaubaugh,1023083755,N/A,true
1023084472,Alita,Lamberti,1023084472,38,true
1023084522,Latesha,Nuanes,1023084522,N/A,true
1023085586,Anna,Niverson,1023085586,8,false
1023085719,Viola,Jonhson,1023085719,11,true
1023090529,Ron,Mailhot,1023090529,41,false
1023092137,Jerri,Darrington,1023092137,20,true
1023092517,Spring,Bruun,1023092517,20,true
1023094273,Lakesha,Puz,1023094273,11,false
1023094547,Nicola,Skelly,1023094547,34,false
1023095981,Tomika,Landham,1023095981,50,true
1023115268,Issac,Klegin,1023115268,97,false
1023121076,Lamonica,Castellani,1023121076,97,false
1023124369,Claretta,Henard,1023124369,11,false
1023131307,Hollis,Koetje,1023131307,11,false
1023144078,Christen,Hickton,1023144078,97,false
1023152626,Maranda,Mammenga,1023152626,50,true
1023174976,Luanna,Jubyna,1023174976,N/A,false
1023176203,Charlesetta,Russnak,1023176203,38,true
1023182730,Allegra,Jongeling,1023182730,11,false
1023199452,Rob,Honas,1023199452,2,false
1023205572,Joey,Shimo,1023205572,34,true
1023212404,Kathyrn,Rentz,1023212404,20,false
1023215365,Jonelle,Linden,1023215365,82,true
1023235207,Stacee,Boykins,1023235207,25,false
1023246840,Melia,Coppess,1023246840,86,true
1023246899,Delinda,Thornbury,1023246899,97,false
1023259801,Josef,Vienneau,1023259801,11,false
1023270196,Jayne,Vanderlaan,1023270196,N/A,false
1023270741,Pearl,Whiston,1023270741,8,true
1023274826,Takisha,Furgeson,1023274826,N/A,true
1023275039,Rasheeda,Bardin,1023275039,86,false
1023277118,Vernetta,Allyn,1023277118,50,false
1023277605,Rory,Parraz,1023277605,N/A,false
1023280401,Nathan,Naves,1023280401,97,false
1023280435,Adina,Faglie,1023280435,97,false
1023283637,Robbin,Evertt,1023283637,37,false
1023292117,Avery,Zall,1023292117,8,true
1023304201,Nu,Laurila,1023304201,50,false
1023307352,Shela,Solman,1023307352,N/A,true
1023309994,Morton,Virgie,1023309994,97,false
1023315850,Christy,Sansouci,1023315850,97,false
1043478001,Dusty,Besch,1043478001,22,false
1023317443,Hoa,Muenzenberger,1023317443,86,false
1023335320,Lenny,Charpia,1023335320,8,false
1023338258,Camelia,Sindorf,1023338258,2,false
1023351137,Sharleen,Suhar,1023351137,N/A,false
1023353208,Lashunda,Kapetanos,1023353208,50,false
1023371762,Lucie,Kemmer,1023371762,8,false
1023375250,Louise,Blackaby,1023375250,86,false
1023377173,Junko,Law,1023377173,N/A,false
1023387834,Arlene,Bardes,1023387834,97,false
1023391208,Gordon,Dk,1023391208,11,false
1023399144,Delbert,Ruse,1023399144,11,false
1023406394,Letisha,Polidori,1023406394,50,false
1023410065,Ellamae,Roybal,1023410065,97,false
1023412749,Bibi,Burnison,1023412749,97,false
1023416237,Armida,Bok,1023416237,97,false
1023423167,Milagros,Bankston,1023423167,77,false
1023423241,Margarete,Konruff,1023423241,97,false
1023424785,Lorraine,Murak,1023424785,97,false
1023428497,Elton,Heisdorffer,1023428497,N/A,false
1023445830,Dominic,Peduzzi,1023445830,97,false
1023450780,Nickole,Slate,1023450780,11,false
1023452331,Macy,Waag,1023452331,N/A,false
1023456191,Venice,Ditomasso,1023456191,N/A,false
1023456449,Emmie,Orantes,1023456449,97,false
1023457868,Callie,Winker,1023457868,8,false
1023482619,Romeo,Mentis,1023482619,50,false
1023485091,Felica,Kalfus,1023485091,50,true
1023492212,Albert,Cleavenger,1023492212,89,false
1023495298,Andra,Cran,1023495298,N/A,false
1033103270,Harold,Darmody,1033103270,8,true
1033103924,Teri,Andras,1033103924,8,false
1033104948,Naoma,Rieman,1033104948,11,true
1033108402,Isaiah,Kozisek,1033108402,86,false
1033110085,Berry,Cantrelle,1033110085,97,false
1033110259,Guadalupe,Mokry,1033110259,90,false
1033110515,Maurita,Shoaf,1033110515,8,false
1033110754,Alexa,Medeiras,1033110754,39,false
1033111778,Ferne,Horth,1033111778,25,false
1033114525,Dallas,Hickam,1033114525,41,false
1033114749,Fiona,Verma,1033114749,2,false
1033115241,Kristopher,Easterly,1033115241,11,false
1033115464,Pat,Dellaporta,1033115464,90,false
1033116553,Salvador,Stodola,1033116553,8,true
1033116785,Marcene,Kaewprasert,1033116785,2,true
1033117601,Shad,Newnham,1033117601,N/A,true
1033118484,Philip,Wiedemann,1033118484,28,false
1033123526,Gale,Veninga,1033123526,48,false
1033127394,Jaymie,Devoss,1033127394,20,false
1033128582,Carmen,Griesi,1033128582,97,false
1033128632,Katie,Macduff,1033128632,20,false
1033135082,Wendie,Henriquez,1033135082,79,false
1033137542,Karla,Kascak,1033137542,N/A,false
1033137971,Gregorio,Bloedel,1033137971,8,false
1033144407,Sharen,Mateos,1033144407,11,true
1033144662,Ewa,Pauly,1033144662,11,true
1033146501,Isaac,Opunui,1033146501,N/A,false
1033149182,Adriana,Derise,1033149182,50,false
1033150412,Elease,Hummel,1033150412,38,true
1033153127,Verdie,Mcclamy,1033153127,86,false
1033153184,Kerri,Calonsag,1033153184,93,true
1033154125,Charita,Payn,1033154125,29,false
1033159017,Nelly,Reeves,1033159017,8,false
1033159538,Hipolito,Schummer,1033159538,48,false
1033160395,Rosetta,Lekas,1033160395,99,false
1033161013,Jay,Mcdonalds,1033161013,97,false
1033167697,Eugenie,Bodwin,1033167697,8,false
1033172507,Dewayne,Walczynski,1033172507,4,false
1033172564,Stephan,Delaune,1033172564,50,false
1033173489,Sherron,Ridgeway,1033173489,29,false
1033176698,Belkis,Snead,1033176698,41,false
1033179536,Carmine,Blaski,1033179536,N/A,true
1033179635,Season,Vandernoot,1033179635,16,true
1033179932,Kera,Segundo,1033179932,2,false
1033180468,Evangelina,Tovar,1033180468,N/A,false
1033181516,Alba,Riopelle,1033181516,11,true
1033181987,Merrill,Cardova,1033181987,N/A,true
1033182142,Lecia,Barbaglia,1033182142,4,false
1033183272,Paulina,Alshouse,1033183272,42,true
1033183280,Voncile,Petrucelli,1033183280,11,true
1033184668,Penny,Turbiner,1033184668,N/A,true
1033190244,Laquanda,Siefferman,1033190244,11,true
1033191382,Laquita,Fagley,1033191382,11,false
1033194436,Noma,Cordano,1033194436,97,false
1033197033,Santina,Sauter,1033197033,N/A,false
1033199856,Lee,Monteforte,1033199856,29,false
1033205729,Shanae,Salahubdin,1033205729,8,false
1033213517,Daysi,Marley,1033213517,N/A,false
1033216205,Maribeth,Abarca,1033216205,34,false
1033223631,Chung,Amison,1033223631,50,false
1033228622,Linh,Vanderburg,1033228622,11,false
1033243639,Herminia,Tresch,1033243639,11,true
1033259536,Julissa,Maultsby,1033259536,8,false
1033272851,Christel,Resos,1033272851,97,false
1033279690,Armando,Locklier,1033279690,20,false
1033295076,Grazyna,Slone,1033295076,41,false
1033297221,Roman,Kepley,1033297221,41,false
1033300223,Jodee,Yerbich,1033300223,11,true
1033301304,Ivory,Denbo,1033301304,93,false
1033313911,Carlos,Brisker,1033313911,86,false
1033315304,Carlos,Greep,1033315304,8,true
1033315569,Nicolette,Yaklich,1033315569,8,false
1033316542,Bianca,Hoesly,1033316542,14,false
1033317938,Samira,Mcdonnel,1033317938,86,true
1033344213,Tayna,Ciulla,1033344213,11,true
1033345160,Latosha,Stiltz,1033345160,34,true
1033355326,Lawanda,Gootee,1033355326,97,false
1033358510,Hermelinda,Watzka,1033358510,34,true
1033358734,Patrick,Zumsteg,1033358734,11,false
1033362033,Shery,Loosier,1033362033,50,false
1033372594,Fransisca,Grboyan,1033372594,77,false
1033373279,Christen,Granda,1033373279,2,true
1033375993,Anastasia,Rog,1033375993,N/A,false
1033377445,Merrilee,Peeling,1033377445,11,false
1033378013,Linnie,Starliper,1033378013,29,true
1033378963,Bradford,Brydon,1033378963,N/A,false
1033381041,Detra,Stothard,1033381041,8,false
1033386792,Vanesa,Lillich,1033386792,N/A,true
1033402953,Carley,Kasik,1033402953,86,false
1033423496,Joeann,Szalai,1033423496,11,false
1033430665,Ling,Sanderson,1033430665,97,false
1033432968,Maragaret,Laura,1033432968,97,false
1033448477,Tijuana,Inzana,1033448477,50,true
1033451182,Kasey,Mechanic,1033451182,8,false
1033463674,Celesta,Mikhaiel,1033463674,97,false
1033501226,Corinna,Coner,1033501226,N/A,false
1033508023,Prudence,Mcelhany,1033508023,97,false
1033517321,Gemma,Loop,1033517321,50,false
1033520226,Danna,Gruis,1033520226,8,false
1033537097,Delores,Chretien,1033537097,N/A,false
1033538012,Clarisa,Blazon,1033538012,N/A,false
1033540067,Rhett,Rauth,1033540067,97,false
1033545371,Annemarie,Shaw,1033545371,50,true
1033548839,Heidi,Herzberger,1033548839,N/A,false
1033549605,Noriko,Torelli,1033549605,50,false
1033555180,Renee,Clive,1033555180,8,false
1033556253,Sylvester,Liestman,1033556253,8,false
1033558747,Verda,Marine,1033558747,97,false
1033571393,Raphael,Toole,1033571393,50,false
1033585476,Bobbi,Taintor,1033585476,50,false
1033593835,Cheyenne,Ruffaner,1033593835,50,false
1033599519,Kristian,Zeto,1033599519,50,false
1033662770,Adell,Coutee,1033662770,50,false
1033665187,Marielle,Tarvis,1033665187,N/A,false
1043202138,Jarvis,Hakimian,1043202138,8,true
1043204134,Frederick,Eifler,1043204134,N/A,false
1043205214,Alison,Granahan,1043205214,86,false
1043205289,Jean,Beougher,1043205289,50,false
1043206303,Trang,Heinis,1043206303,66,true
1043209687,Bailey,Lemp,1043209687,24,false
1043210479,Jennine,Malotte,1043210479,50,false
1043210487,Elicia,Texiera,1043210487,41,false
1043211196,Marisha,Burd,1043211196,86,false
1043213465,Felisa,Philen,1043213465,8,true
1043214463,Frances,Priefert,1043214463,11,false
1043216252,Corey,Klakowicz,1043216252,11,true
1043216393,Asha,Kushin,1043216393,11,false
1043219363,Saturnina,Faurot,1043219363,28,false
1043219850,Marquitta,Modica,1043219850,8,true
1043220833,Leighann,Chinchilla,1043220833,20,false
1043227275,Marcella,Finkler,1043227275,8,true
1043228026,Augustine,Ninos,1043228026,86,true
1043228059,Carmine,Matkowsky,1043228059,11,false
1043228414,Rubi,Sista,1043228414,11,false
1043229511,Rafaela,Raymore,1043229511,97,false
1043229750,Clarinda,Novell,1043229750,86,true
1043235179,Lucrecia,Retka,1043235179,97,false
1043235260,Emerson,Silker,1043235260,8,true
1043236508,Epifania,Powlen,1043236508,16,false
1043238900,Emery,Flower,1043238900,86,false
1043240583,Manuel,Comissiong,1043240583,N/A,false
1043246184,Kum,Leveston,1043246184,50,true
1043247869,Tari,Kizior,1043247869,N/A,false
1043258403,Grisel,Mcfield,1043258403,8,true
1043265291,Classie,Loving,1043265291,97,false
1043265721,Gretchen,Downing,1043265721,8,true
1043266257,Rivka,Slemmons,1043266257,8,false
1043270689,Reuben,Rastorfer,1043270689,93,false
1043272586,Adella,Huell,1043272586,N/A,false
1043273345,Marcelino,Wolfenden,1043273345,41,false
1043275233,Ha,Avelar,1043275233,20,false
1043276934,Patty,Lopus,1043276934,8,false
1043279102,Earlie,Marascalco,1043279102,18,false
1043280134,Simon,Aring,1043280134,41,false
1043282254,Jannet,Blatter,1043282254,N/A,true
1043282437,Lavonne,Luvert,1043282437,11,true
1043282486,Marcel,Rockhold,1043282486,50,true
1043282809,Lory,Cromartie,1043282809,8,true
1043283096,Ferdinand,Thraen,1043283096,N/A,false
1043283229,Song,Stmichel,1043283229,N/A,true
1043283872,Ben,Secora,1043283872,97,false
1043284011,Marla,Runyons,1043284011,N/A,true
1043285067,Lakia,Beloff,1043285067,N/A,false
1043286123,Leigh,Ichikawa,1043286123,29,true
1043286495,Celina,Lumpkin,1043286495,N/A,true
1043290521,Perry,Picazo,1043290521,86,false
1043294317,Keesha,Prochaska,1043294317,79,false
1043295157,Jimmy,Tirona,1043295157,97,false
1043295660,Tamesha,Reusing,1043295660,86,false
1043298805,Jack,Wadding,1043298805,29,false
1043303068,Francoise,Koloski,1043303068,N/A,false
1043313083,Rueben,Zizzo,1043313083,8,false
1043317365,Debbi,Uzzo,1043317365,97,false
1043322787,Denisha,Kevorkian,1043322787,11,false
1043329196,Carmelina,Salee,1043329196,41,false
1043357429,Whitney,Gehred,1043357429,N/A,false
1043357577,Phyllis,Soo,1043357577,97,false
1043365810,Colby,Marius,1043365810,N/A,false
1043365893,Penelope,Lehmberg,1043365893,11,true
1043370745,Jani,Cholula,1043370745,97,false
1043374515,Marcy,Bardeen,1043374515,19,false
1043379324,Jacqualine,Ebner,1043379324,8,false
1043389976,Earle,Bradstreet,1043389976,97,false
1043393606,Mika,Irons,1043393606,N/A,false
1043405491,Micheal,Rhodehamel,1043405491,93,true
1043407802,Dalton,Thain,1043407802,11,true
1043443880,Rod,Caisse,1043443880,50,false
1043447642,Jaime,Borsa,1043447642,8,false
1043467194,Connie,Brendal,1043467194,8,false
1043467624,Debrah,Gurin,1043467624,2,false
1043469471,Angelika,Caler,1043469471,11,false
1043475304,Halina,Crabbs,1043475304,23,true
1043477060,Glenda,Mancuso,1043477060,8,true
1043477128,Billy,Packen,1043477128,11,true
1043477334,Perry,Schlaefli,1043477334,34,true
1043487531,Willetta,Degear,1043487531,4,true
1043492705,Elden,Selser,1043492705,50,false
1043494081,Vera,Borzillo,1043494081,11,false
1043497183,Mafalda,Blackford,1043497183,N/A,false
